imei,model,capacity,color,lock_status,graded,price,updated_at,invno,invtype
353242103607348,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353242109953035,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353243100577187,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353243107753872,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353244105121237,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353244106592907,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353244108926293,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353245103430371,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353246100619693,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353246102495464,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353246106009840,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353247106386782,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353247107506479,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353247107951311,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353248100605516,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353248102408083,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353248105699712,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353248106458845,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353248107031468,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353249106773571,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250103487256,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250105225324,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250105249035,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250105442150,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250105469104,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250105774446,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250105888196,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250106467651,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250107268413,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353232108363930,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353232109665432,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353233105613152,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353233105833941,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353234106925553,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353234107063073,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353234107982686,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353235104245209,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353235104359117,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353235108120309,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353235108218178,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353236100699241,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353236108780399,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353237101344027,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353237105643598,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353237106060024,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238105316078,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238105855208,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238107584533,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238107759556,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238107858739,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353239106206474,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353239106434209,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353239108440535,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353239108500155,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353240100279111,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353240102068520,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353240103770496,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353241100453888,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353241104061836,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353241105259678,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353242102971604,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353242103198355,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353242103745635,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353242104091526,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353242104936324,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353242108030389,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353243101139540,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353243104267645,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353243107422148,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353243109423441,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353244108597102,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353244109354206,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353244109356516,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353245105087153,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353245105262079,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353245105315943,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353245105373702,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353245105694453,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353245107002770,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353245107276291,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353245107400578,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353245109125017,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353246101266668,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353246106011507,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353246107717227,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353246107867022,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353246107998272,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353246108760473,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353246109548927,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353247100015254,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353247100863786,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353247101172625,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353247103467544,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353247105462121,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353248100811759,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353248104297997,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353248106036260,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353249102144553,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353249106173921,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353249106666338,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353249107073328,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353249107175149,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353249107204410,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250100496029,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250101203747,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250103102715,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353826100150698,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353826102156743,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353826102746469,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353826105080783,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353826109031246,11 PRO,256GB,SPACE GRAY,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353234106508599,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353235103730425,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353235108192407,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353237100861229,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238100969905,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238108429613,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353240103159120,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353240106787240,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353241103764976,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353248105574733,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353250106058922,11 PRO,256GB,SILVER,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353233101273951,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353233101432755,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353233101742740,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353233102501657,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353233106267636,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353233107189482,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353233107409997,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353234100003563,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353234105957789,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353234108679356,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353234108690569,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353235100921936,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353235103596552,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353235105300573,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353235108328191,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353236103959501,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353236105516473,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353236105898707,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353236109818222,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353237103872322,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353237106231609,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353237106781298,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238101213451,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238103272067,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238104141865,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353238105405707,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353239105032814,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353239107244318,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353240103931809,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353240109920806,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353241100315012,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353241100427874,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353241102665570,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
353241103566892,11 PRO,256GB,MIDNIGHT GREEN,UNLOCKED,TRUE,175.2727273,2025-11-18 9:30:27,20959,raw
